id,input,output
train_228,"Avvincente la nomina dei sottosegretari del governo Monti. Che tanto mica abbiamo problemi più seri ... noooo, noooooo ...",EUPHEMISM
train_229,"Se in meno di 2 mesi il governo #Monti ha fatto quello che ha fatto, allora vuol dire che chi c'era prima pensava ad altro, non dico a cosa!",EUPHEMISM
train_230,"@user Professor Monti, c'è una certa attesa per la lista #ministri. Senza fretta, però tenga conto della nostra ansia ..",EUPHEMISM
train_231,"“ @user: http://t.co/Uo3fwOR6Sb http://t.co/Mcirz8UubX "" ... con la "" buona scuola "" tutti i somari promossi, alla faccia della meritocrazia!",EUPHEMISM
train_232,"Salento, extracomunitario muore mentre raccoglie pomodori. Era l'unico modo per prendersi una pausa. [ottone erminio]",EUPHEMISM
train_233,Renzi si versa un secchio d'acqua ghiacciata in testa. E per quest'anno con la ricerca scientifica abbiamo dato. [@user],EUPHEMISM
train_234,Anche qualche ora in più di #scienza non avrebbe gustato ne #labuonascuola. Qui riassuntino: http://t.co/U5vWXjGII8 via @user,EUPHEMISM
train_235,"Non vorrà""costruire""anche lei un tunnel per neutrini! Se vuole le diamo 2 dritte per una #labuonascuola #MIDAperRUOLO http://t.co/S71Lbip17Y",EUPHEMISM
train_236,"Non male l'idea di usare un palazzo degli anni '50 per comunicare, con un sistema degli anni '10, un messaggio del 1200. [@user]",EUPHEMISM
train_237,"#labuonascuola Giannini: “ I sindacati della scuola non sono interlocutori privilegiati “ .. Certo, meglio la pseudoconsultazione on line :)",EUPHEMISM
train_238,Dopo tutti i twitt su #labuonascuola almeno un segnale di fumo a noi medici prossimi al #concorsonazionale lo poteva mandare @user !!,EUPHEMISM
train_239,@user I #vincitorisenzacattedra da quando c'è #labuonascuola SOGNANO AEREI CHE LI PORTERANNO SU E GIÙ X L'ITALIA http://t.co/UGvvuwA3PM,EUPHEMISM
train_240,@user .. e quando i genitori ci chiedono : ma alla riunione direte qualcosa di importante ? Mah ..,EUPHEMISM
train_241,"In effetti, potevano stare un po' più attenti alla sillabazione. #labuonascuola #ilcattivoword #sischerza http://t.co/ROSuhBzuao",EUPHEMISM
train_242,Sarkozy fermato per corruzione. Il semestre italiano in Europa comincia alla grande. [@user],EUPHEMISM
train_243,Nel 2006 Charlie Hebdo aveva pubblicato delle vignette satiriche su Maometto. Ci hanno messo un po' a capirle. [nicodio],EUPHEMISM
train_244,"Mia madre, analizzato il video, ha stabilito che il contatto tra Rossi e Marquez si sarebbe potuto evitare se fossero andati più piano.",EUPHEMISM
train_245,"Gaza, madre dà alla luce 4 bambini. Di questi tempi fa comodo averne una scorta. [@user]",EUPHEMISM
train_246,"Roma, indignazione a scuola per una lettura sull'amore omosessuale. Ora i gay di quella classe rischiano di non suicidarsi. [@user]",EUPHEMISM
train_247,"Ragazzo ucciso a Napoli, in molti si presentano a testimoniare. C'è sempre una prima volta. [@user]",EUPHEMISM
train_248,"Renzi visita tre fabbriche. Ora può dire di averle girate tutte. [@user1, @user2]",EUPHEMISM
train_249,Da che dipende? ... Chiediamolo alla “ buona scuola “ del salvator della patria di Renzi! http://t.co/xb4JKX3BYM,EUPHEMISM
train_250,La buona scuola proposta dal governo Renzi. Prime valutazioni (non sfugga una perla preziosa) http://t.co/lfHpiDBDra,EUPHEMISM
train_251,In fondo il ministro Guidi ha solo dirottato una legge per amore. [@user],EUPHEMISM
train_252,@user1 @user2 @user3 la buona scuola per esempio avendo banchi e sedie per studiare ... per esempio ...,EUPHEMISM
train_253,"#tornoascuola, “ buona scuola “ permettendo.",EUPHEMISM
train_254,Leggo ora il documento #labuonascuola. La prima impressione è che qualche lezione di italiano l'abbiano saltata anche i redattori,EUPHEMISM
train_255,Ucciso il leader degli avvocati curdi. Tanto gli erano rimasti pochi clienti. [arthur rombò],EUPHEMISM
train_256,"#labuonascuola Fornitura illimitata di rotoli di carta igienica e poi, piano piano, tutti gli altri aspetti meno importanti.",EUPHEMISM
train_257,#labuonascuola ci fanno compilare anche le schede di istituto sui punti del rapporto. Fortuna che si tratta di consultazione libera,EUPHEMISM
train_258,@user1 @user2 Intanto per #labuonascuola vorrei che all'Ambito Territoriale di #Roma rispondessero al telefono...,EUPHEMISM
train_259,Prima si screditano gli esami di maturità. Poi si fanno 4 anni di liceo poi si abolisce il valore legale E il gioco è fatto. #labuonascuola,EUPHEMISM
train_260,L'unica risposta che ho avuto finora da parte degli spacciatori de #labuonascuola è stata che i tagli alla scuola sono investimenti #pochino,EUPHEMISM
train_261,Oggi è il primo giorno di scuola. Per Razzi è un semplice lunedì di settembre. #labuonascuolauncazzo,EUPHEMISM
train_262,In Italia ogni 4 minuti un giovane perde il lavoro. Tra un'oretta comunque sarà tutto finito. [@user],EUPHEMISM
train_263,E invece a me quel funerale è piaciuto. Di Casamonica dovrebbero morirne più spesso. [@user],EUPHEMISM
train_264,@user Io chiedo a te di rispondere a noi insegnanti di seconda fascia. La buona educazione (altro che buona scuola) lo richiede.,EUPHEMISM
train_265,"Tunisia, nessun italiano tra le vittime. Fortuna che in spiaggia non c'era il wi-fi. [@user]",EUPHEMISM
train_266,Renzi convoca una conferenza stampa per elencare le sue riforme. Per una volta che bastava un tweet. [@user],EUPHEMISM
train_267,Il Parlamento europeo si riempie di euroscettici. Ma aspettate che arrivi il primo stipendio. [CONTINUA su http://t.co/oDPUtxkMK3],EUPHEMISM
train_268,@user E la mia professionalità chi la difende ? Noi prof manco le molliche delle loro brioches ! La buona scuola ! Di noi sfigati !,EUPHEMISM
train_269,@user Grazie di avermi fatto fare 2 belle risate con il caffè. #litaliariparte #labuonascuola o semplicemente #poveraitalia,EUPHEMISM
train_270,"Verdini: ""Sono il taxi che porta da Berlusconi a Renzi"". Che spreco, sono due passi. [mircontento]",EUPHEMISM
train_271,"Roma, la metro C si guasta durante il viaggio inaugurale. Vedi a fare le cose di fretta? [@user]",EUPHEMISM
train_272,I 59 indagati di Mafia Capitale saranno processati tutti insieme. Speriamo si trovi un'asta da selfie abbastanza lunga. [@user],EUPHEMISM
train_273,"È morto Emilio Riva, patron dell'Ilva. È cominciata la bonifica. [@user]",EUPHEMISM
train_274,"@user con le vostre scelte per la buona scuola nn ci resta che ka scaramanzia. Tfa abilitato, selezionato e da voi scartato",EUPHEMISM
train_275,"e dopo lavoro e senato, anche problema di #scuola è risolto con nuovo hashtag e malloppone di 136 pagine #labuonascuola @user",EUPHEMISM
train_276,La buona scuola ............. non si fa certo con i tagli.,EUPHEMISM
train_277,"Uh, per la prima volta dopo secoli Olli Rehn dice qualcosa di positivo sull'Italia. Dobbiamo fare santo Mario Monti ...",HYPERBOLE
train_278,#Partito della Nazione l'ideona dei partiti per disinnescare #Grillo e continuare a prendere per culo gli italiani. Adesso siamo salvi!,HYPERBOLE
train_279,Mario Monti ha già fatto un miracolo: gli indignati della Sapienza alleati con Sallusti nellla denuncia del complotto tecno massonico.,HYPERBOLE
train_280,Mi piace Mario Monti. E dire che l'ultimo premier che mi ha entusiasmato si chiamava Alcide De Gasperi. #doposilvio,HYPERBOLE
train_281,"L' UNICO PRELIEVO CHE MANCA AL GOVERNO MONTI, E' QUELLO DEL SANGUE!",HYPERBOLE
train_282,"Un altro prodigio del governo Monti: imposta bollo sui conti correnti, 34 euro di tassa sui conti correnti. #MANOVRA #monti #tasse",HYPERBOLE
train_283,"Dice che se il prossimo governo #Monti non te convince, sei anti - italiano e non vuoi bene manco a #Napolitano ... e manco a Gesù.",HYPERBOLE
train_284,PD e PDL bloccano le (poche) #liberalizzazioni previste dalla manovra. Ecco il fondamentale contributo della politica al governo #Monti,HYPERBOLE
train_285,RT @user: ' GENITORI VS FIGLI ' pt. 12 ' io alla tua età non passavo tutto questo tempo a computer ' GRAZIE AL CAZZO NON ESISTEVA MANCO!,HYPERBOLE
train_286,Speriamo che il governo Monti duri poco perchè Gnudi non ci arriva al 2013. #ministri,HYPERBOLE
train_287,Governo #Monti: il #Pd ha l'occasione per diventare finalmente il Pd http://t.co/dcDBC6Bn Ottimo @user,HYPERBOLE
train_288,#fatepresto ma il governo Monti mica parte venerdi 11/11/11 alle ore 11? nn siamo scaramantici ma quando è troppo è troppo,HYPERBOLE
train_289,E' davvero scandaloso che nel nuovo governo Monti non ci sia nemmeno una mignotta o qualche indagato per mafia! #ministri #monti #colle,HYPERBOLE
train_290,La Cisl '' sosterrà a piene mani '' il governo Monti. Adesso ho paura davvero #oramonti,HYPERBOLE
train_291,RT @user: ' impacchettare gente a natale e spedirla a fanculo ',HYPERBOLE
train_292,Effetti collaterali: il governo #Monti rischia di diventare il miglior argomento contro la #democrazia dai tempi di #Churchill. #buongiorgio,HYPERBOLE
train_293,"Mario Monti il messia, accolto in Senato da un lungo applauso: Mario Monti, il messia italiano, è stato accolto ... http://t.co/lKtUlE3s",HYPERBOLE
train_294,Con Mario Monti finisce perfino il tempo delle generose cugine pompinare.,HYPERBOLE
train_295,La nuova sala stampa di Palazzo Chigi by Mario Monti e' degna della sala funerali del Cimitero Verano!,HYPERBOLE
train_296,Speriamo che non ci Monti tutti ... Almeno Berlusca era etero ... #governo #monti #berlusconi #oramonti #ilpiùgrandespettacolodopoilweekend,HYPERBOLE
train_297,"@user questa sera, solo in esclusiva per i twitteriani, gli scleri di ilenia. HAHAHAHAAHAHHA",HYPERBOLE
train_298,"il Governo Monti ha dichiarato di voler dare una svolta alla politica italiana. Preso da troppo entusiasmo, ha svoltato di 360° ...",HYPERBOLE
train_299,"RT @user: “ fla, sposati uno ricco, sei troppo costosa. “ crepo, grazie del consiglio papà.",HYPERBOLE
train_300,desidero esprimere tutto il mio sostegno al governo Monti Python,HYPERBOLE
train_301,A Mario #Monti va riconosciuto un record: è riuscito a farsi odiare in pochi giorni almeno quanto il suo predecessore!,HYPERBOLE
train_302,"Martina, sei il genio della lampada. Idea magnifica rimanere alzati fino a tardi sapendo che domani hai l'esame. E per deprimerti, poi. #off",HYPERBOLE
train_303,Ho molta fiducia nel nuovo Governo Monti. Più o meno la stessa che ripongo in mia madre che tenta di inviare un' email.,HYPERBOLE
train_304,"Berlusconi dice sì al governo Monti. Del resto, è un' ammucchiata. #fb",HYPERBOLE
train_305,"Sul governo #monti ho già sentito dire che è tecno-comunismo. A sto punto ho sentito tutto, posso anche morire",HYPERBOLE
train_306,POI DICONO CHE I MATTI SONO AL MANICOMIO ........ NO AL GOVERNO MONTI ... E' PERICOLOSISSIMO ..............!,HYPERBOLE
train_307,"Caro mario #monti, bella battuta questa del #postofisso fa ridere AL CAZZO!",HYPERBOLE
train_308,NON CREDO NEL GOVERNO MONTI ..... CADRA' IN PRIMAVERA ... E CHE TONFO .....!,HYPERBOLE
train_309,La lega non sosterrà il governo monti. Comincio a strapparmi i capelli x il dispiacere.,HYPERBOLE
train_310,"RT @user: Ehi Martedì, lo so che non sei Lunedì, ma fai schifo lo stesso.",HYPERBOLE
train_311,.@SteGiannini Eh sì ! lo sa Iddio quanto bisogno ne ha la classe dirigente di tornare a #labuonascuola,HYPERBOLE
train_312,"E comunque, se spalmi merda sui muri di un hotel, nessun fan potrà mai restarci male quando farai un selfie con la Meloni. [@user]",HYPERBOLE
train_313,Il Papa si sposta a bordo di una Fiat. Dimostrando di avere una fede enorme. [@user],HYPERBOLE
train_314,"La buona scuola passerà a forza di manganellate. Ascolto tutti, manganello alcuni. http://t.co/pMZj1VfbYq",HYPERBOLE
train_315,dicono pure che è bello assai il piano scuola di Renzi #celemeritiamotutte #labuonascuola,HYPERBOLE
train_316,@user no perchè la scuola pubblica non esisterà più #labuonascuola #micatantobuona,HYPERBOLE
train_317,Renzi pubblica un selfie intitolato “ io “ ma lo rimuove subito. Mancava una D. [violadelpensiero],HYPERBOLE
train_318,Reporter italiano ucciso in Ucraina. I particolari tra vent’anni. [CONTINUA su http://t.co/oDPUtxkMK3],HYPERBOLE
train_319,Domani faccio 8 ore di scuola. Neanche alle elementari ne facevo così tante. #labuonascuola proprio,HYPERBOLE
train_320,"#M5S #Renzi, se tra un anno non ci saranno 170 mila insegnanti di ruolo in più, te li porto tutti a @user #labuonascuola",HYPERBOLE
train_321,"Salvini: ""Dei conigli si sono introdotti nella mia pagina Fb"". Ma era piena di merda anche prima. [CONTINUA su https://t.co/oDPUtx2DvV]",HYPERBOLE
train_322,@user prima della buona scuola ... la scuola sicura! ... venga a trovarci ... o mandi qualcuno! http://t.co/vxsQOtwch2,HYPERBOLE
train_323,Il Censis: “Avere figli raddoppia il rischio di finire indebitati”. Portandolo al 200%. [CONTINUA su http://t.co/oDPUtxkMK3],HYPERBOLE
train_324,@user1 @user2 riforma scuola diventato un questionario on-line. Aspettiamo con ansia quello su art.18 così passano altri 6 mesi.,HYPERBOLE
train_325,Presentato il nuovo iPhone. È già al 36% di batteria. [skydark],HYPERBOLE
train_326,@user1 utilissimo! Da fare leggere a chi ha redatto quel mostro di documento chiamato #labuonascuola @user2,HYPERBOLE
train_327,Credo che #Renzi con #grassochecola si riferisse alla retorica di cui gronda la presentazione #labuonascuola,HYPERBOLE
train_328,Nel primo dei #millegiorni siamo a buon punto. Già raccontate decine di puttanate ne #labuonascuola Prima della fine supereremo il record B,HYPERBOLE
train_329,"@user1 @user2 #labuonascuola mi fa impazzire, sopratutto in merito alla Morale, all'Umanità, all'Eccellenza, di certo Corpo Docente",HYPERBOLE
train_330,Renzi: “Fermare i lavori dell'Expo significherebbe ammettere che l'illegalità ha vinto“. E continuarli che ha stravinto. [@user],HYPERBOLE
train_331,Il trionfo di Tsipras in Grecia è il più grande successo della sinistra italiana dai tempi di Zapatero in Spagna. [@user],HYPERBOLE
train_332,@user passo dopo passo si procede verso il baratro.... #labuonascuola,HYPERBOLE
train_333,"Omicidio stradale, 18 anni di carcere a chi fugge. A questo punto conviene sparare ai testimoni. [@user]",HYPERBOLE
train_334,"Alfano: “In Italia chi delinque finisce in galera“. Sì, ma adesso non seminiamo il panico. [@user]",HYPERBOLE
train_335,"Direttamente dal 1942, venerdì sera Spinoza torna a Milano per un live pieno di pagine e pagine di risate. Venite? https://t.co/TmY1BfUDev",HYPERBOLE
train_336,"WOW !!! Tra tre anni, FORSE, ci danno 60 euro !!! Forza che da qui a un secolo raggiungiamo gli stipendi dei colleghi europei! #labuonascuola",HYPERBOLE
train_337,@user1 @user2 la buona scuola è quella che non ti obbliga a freguentare la Luis o la Bocconi per avere uno Stage restribuito.,HYPERBOLE
train_338,Tutte ste persone che lodano #labuonascuola .... O sono leccapiedi o sono parenti di Renzi o della Giannini. Non c'è alternativa!!,HYPERBOLE
train_339,"@user è un libro degli incubi! assumere tutti i precari delle GaE subito, con ritiro tagli riforma Gelmini #labuonascuola",HYPERBOLE
train_340,"Io li farei lavorare 40 ore e con trenta giorni di ferie , come tutti . Ma non si puo' dire , senno' la casta si infervora . #labuonascuola",HYPERBOLE
train_341,L'ITAGLIANO prima di tutto.... 😂 #labuonascuola http://t.co/1Lq9mE69GG,HYPERBOLE
train_342,Governo Monti: ipotesi #Passera allo Sviluppo. Candidatura spontanea della Minetti.,EX:CONTEXT SHIFT
train_343,Ma chi ha dato la patente a Mario Monti? Tutto questo tempo per fare una manovra!,EX:CONTEXT SHIFT
train_344,GIUSTO DOBBIAMO FARE LORO LA DANZA DELLA PIOGGIA COSI' SONO CONTENTI ..............!!!!!!!!!!!! http://t.co/hQZ4qWGbVu,EX:CONTEXT SHIFT
train_345,Il Governo #Monti non ha fatto nulla però cala lo spread e si riprende la Borsa di MIlano. Il gioco delle 3 carte vince sempre :-),EX:CONTEXT SHIFT
train_346,In Rai moltissimi ritrovano il gusto per la santa messa del mattino ... Ulteriore miracolo del Governo Monti ...,EX:CONTEXT SHIFT
train_347,"Permettetemi uno sfogo. Cazzo che bei capelli che ha ' sto Mario Monti. Oh, tutta roba genuina. #fullmonti #gliocchialidigiorgino",EX:CONTEXT SHIFT
train_348,"I giornalisti favorevoli al governo Monti, sostengono che si farà. I contrari dicono di no. Avanza lo sputtanamento della professione.",EX:CONTEXT SHIFT
train_349,"A Marò .. Stime di - 2,2 per colpa della manovra del governo Monti?! E daje su, finitela di dire cazzate ... #Ballarò",EX:CONTEXT SHIFT
train_350,"Mario, Monti sulla #cadrega",EX:CONTEXT SHIFT
train_351,"nominato il nuovo gorverno dal Premier Mario Monti tutto ok c'è della PASSERA anche in questo, heheheheheheheheheheheh",EX:CONTEXT SHIFT
train_352,"In #conferenzastampa Governo Monti inviti al coraggio, equità, sostenibilità: tutte cose che non si mangiano. #hyperfail",EX:CONTEXT SHIFT
train_353,Il Governo Monti di fatto conferma la linea del Governo Berlusconi: La Passera è sempre la cosa più importante ...,EX:CONTEXT SHIFT
train_354,Merkel: « Le riforme strutturali del governo Monti sono impressionanti ». il ristorante di Montecitorio diventerà un self-service.,EX:CONTEXT SHIFT
train_355,"Ha detto Mario Monti che non bisogna vergognarsi ad esser ricchi. A chiamare un figlio Nathan Falco un poco sì, però eh?",EX:CONTEXT SHIFT
train_356,"RT @user: Abbassare le aspettative da principe azzurro a "" poco nuvoloso "".",EX:CONTEXT SHIFT
train_357,I sindacati si accorsero solo ora che il governo monti è deleterio ... Buongiorno! ben svegliati!,EX:CONTEXT SHIFT
train_358,Vorrei che tutti i quintali di pasta al forno che gli ora stiamo mangiando siano goduti alla faccia di Mario Monti e della Bce #wl'Ungheria,EX:CONTEXT SHIFT
train_359,Governo Monti ... Il governo della Bocconi ... Si fa presto a passare dalla Bocconi a 90 gradi ...,EX:CONTEXT SHIFT
train_360,la lega non approva il governo #Monti. e sti cazzi!,EX:CONTEXT SHIFT
train_361,la politica sulla crescita del governo Monti è più criptica degli errori di Windows sul registro eventi.,EX:CONTEXT SHIFT
train_362,"Amici tranquilli che il 30% degli italiani e fra le braccai dell'influenza, l'altro 70% risente dell'influenza del governo Monti :-)",EX:CONTEXT SHIFT
train_363,Con la riforma delle #pensioni del governo #Monti ci toccherà ascoltare gli orgasmi calcistici di José #altafini per almeno altri 5 anni,EX:CONTEXT SHIFT
train_364,effetti collaterali del governo Monti: tutti in fila dai benzinai,EX:CONTEXT SHIFT
train_365,"Governo Monti: aspetta e spread il titolo di oggi di #agorarai ci piace, tipo scarrafone ecc. ecc.",EX:CONTEXT SHIFT
train_366,"#portaaporta anche il plastico del Senato !!! Con #Vespa si potrebbe giocare al "" ce l'ho "" "" manca "", mi sa che punteggio è scontato.",EX:CONTEXT SHIFT
train_367,I giorni della merla serviranno agli italiani per salutare per sempre quelli della passera. (Mario Monti),EX:CONTEXT SHIFT
train_368,Bossi: « Il governo Monti fa schifo ». Un giudizio tecnico.,EX:CONTEXT SHIFT
train_369,@user vabbè ti salto sopra io uu.,EX:CONTEXT SHIFT
train_370,A Matteo Renzi piace Mario Monti e viceversa. [ nel caso voleste infangare il loro nome con una sola frase ],EX:CONTEXT SHIFT
train_371,"Beh certo, tenere il cellulare al bar in tasca vicino alle parti intime ci salverà tutti dal tumore. Udine cell free http://t.co/BnQ6lJ65",EX:CONTEXT SHIFT
train_372,Io a #Grillo chiederei una cosa sola: ma i vestiti li lavi ancora con la biowashball? (Magari è il motivo per cui non rilascia interviste).,EX:CONTEXT SHIFT
train_373,"#Grillo fa i comizi sulle cassette della frutta, mentre alcune del #Pdl li fanno senza cassetta ... solo sulle banane. #ballarò @user",EX:CONTEXT SHIFT
train_374,Uau mario monti ci fa il regalo dinatale e approda su twitter. Che culo.,EX:CONTEXT SHIFT
train_375,il governo monti sarà talmente tecnico che nel pacchetto anticrisi ci saranno già dentro le guarnizioni di ricambio,EX:CONTEXT SHIFT
train_376,"Va bene il governo Monti, ma in Italia c'è ancora da risolvere la crisi bimbiminkia affetti dalla sindrome di Twilight.",EX:CONTEXT SHIFT
train_377,"RT @user: “ non si preoccupi signor Obama, quando parlo di bombe mi riferisco alle bruschette alla 'nduja "" #IntercettaME",EX:CONTEXT SHIFT
train_378,La meteorologia non è colpa del governo #monti #openMatrix,EX:CONTEXT SHIFT
train_379,la posizione del Governo Monti è forte e si può riassumere così: liberalizzeremo na beata minchia.,EX:CONTEXT SHIFT
train_380,La via per uscire dalla crisi per la Bce è a senso unico; la manovra varata dal governo #Monti sembra andare contromano http://t.co/9dsDeqjA,EX:CONTEXT SHIFT
train_381,La Severino dice che il suo portinaio la incita ad andare avanti ... ti credo sennò chi gliela da la mancia a natale? #manovra #governo #monti,EX:CONTEXT SHIFT
train_382,"Ciarrapico: Comunque sa quale è il problema del governo Monti? Quale, senatore? Che so' troppo brutti #Ahahahahah",EX:CONTEXT SHIFT
train_383,Il governo #Monti ti ha lasciato in mutande? Loro ti offrono la cena. http://t.co/NNV5yk8Z,EX:CONTEXT SHIFT
train_384,"@user no no nn sono tutti uguali. 1 su un milione e' diverso :-)) anziché la barba, ha i baffi 😂😂😂",EX:CONTEXT SHIFT
train_385,#Capodanno di botti ... Ma quando entrerà a regime la #manovra del governo #Monti .... altro che botti!,EX:CONTEXT SHIFT
train_386,@user: La prima impressione sul governo Monti? Finalmente studiare paga.,EX:CONTEXT SHIFT
train_387,Mario Monti ha detto che sarà un periodo di sacrifici ... e te pareva ... @user1 @user2 @user3,EX:CONTEXT SHIFT
train_388,Col governo Monti c'è un cetriolo gratis per tutti! Fabio Volo #ilvolodelmattino,EX:CONTEXT SHIFT
train_389,#governo #Monti: come la #politica abbassa i pantaloni e lo prende nel culo. E sotto certi aspetti va bene così. Ne esce sconfitta,EX:CONTEXT SHIFT
train_390,Ciarrapico: il problema del governo Monti? Che so' troppo brutti (Esilarante intervista di Malcom Pagani su Il Fatto) http://t.co/lqOSqKK9,EX:CONTEXT SHIFT
train_391,"Maroni: ""Il centrodestra uscirà più forte da questa vicenda"". In galera c'è la palestra. [@user]",EX:CONTEXT SHIFT
train_392,Arrestato Scajola. Stavolta l'alloggio lo offriamo noi. [@user],EX:CONTEXT SHIFT
train_393,Il discorso di papa Francesco in Toscana è pieno di riferimenti alla Madonna. Si è ambientato subito. [@user],EX:CONTEXT SHIFT
train_394,Scattone rinuncia alla cattedra da professore. Voleva l'orsetto. [@user],EX:CONTEXT SHIFT
train_395,"Salvini all'Europarlamento con la maglietta ""No Euro"". Glielo scriverei nella prossima busta paga. [@user]",EX:CONTEXT SHIFT
train_396,"La buona scuola non è una riforma, e non è stata varata. Satira scadente. Saluti. #quellicheilcalcio #quellicheaspettano",EX:CONTEXT SHIFT
train_397,"Lo scazzo tra Cobas e studenti stamattina a Roma: ""Così stai a fa' er renziano"" #labuonascuola #10o",EX:CONTEXT SHIFT
train_398,Ruby sarà testimonial di un amaro. Quando bastava un semplice collutorio. [@user],EX:CONTEXT SHIFT
train_399,"Non so se @user risolleverà l'Italia, ma di una cosa sono certo: come usa lui power point e #Keynote nessuno. #labuonascuola #Renzi",EX:CONTEXT SHIFT
train_400,La buona scuola 2: delle italiche emergenze. http://t.co/0XyeLkQCDw via @user,EX:CONTEXT SHIFT
train_401,Consigliamo a tutte le ragazze di evitare vestiti appariscenti. Ti deve violentare per quello che sei. [talia],EX:CONTEXT SHIFT
train_402,Giannini a Bari per tappa 'Buona scuola'. La buona scuola ci sara' quando puliremo l'italia da voi!!#pd,EX:CONTEXT SHIFT
train_403,#labuonascuola di Renzi include le valutazioni di merito degli insegnanti da parte dei dirigenti. Alle Coop boom della vendita di prosciutti,EX:CONTEXT SHIFT
train_404,Alfano: “Quattro italiani arruolati nell'Isis”. Ma al momento sono in malattia. [CONTINUA su http://t.co/oDPUtxTqU7],EX:CONTEXT SHIFT
train_405,"Renzi: ""Speculare su un morto fa schifo"". Finalmente una presa di posizione sul Giubileo. [acid rain]",EX:CONTEXT SHIFT
train_406,"Sanremo, esplode la villa in cui alloggiava Gabriel Garko. Ma niente, non cambia espressione nemmeno così. [@user]",EX:CONTEXT SHIFT
train_407,"Presentata la nuova Fiat Tipo prodotta in Turchia. Ah no, sono i resti dell'aereo. [@user]",EX:CONTEXT SHIFT
train_408,Scajola messo alle strette dagli inquirenti: “Luogo di residenza?” [CONTINUA su http://t.co/oDPUtxkMK3],EX:CONTEXT SHIFT
train_409,"Con #labuonascuola saremo tutti più buoni. Peccato, alcuni docenti volevano solo essere più ""boni"". Sarà per un'altra strariforma.",EX:CONTEXT SHIFT
train_410,"@user Caro Chicco, Per mandare i bambini a scuola, ci stiamo attrezzando, noi, a fornire anche carta igienica #labuonascuola de ché?",EX:CONTEXT SHIFT
train_411,"Regionali in Veneto, Alessandra Moretti si presenta senza il simbolo del Pd. Non si abbinava con il vestito. [@user]",EX:CONTEXT SHIFT
train_412,"@user esami di maturità con membri interni; le scuole private festeggiano, alla faccia della buona scuola",EX:CONTEXT SHIFT
train_413,"Piano Scuola, punto primo: insegnare la divisione in sillabe https://t.co/wINRmGgb1e #labuonascuola",EX:CONTEXT SHIFT
train_414,"È morto Alexander Shulgin, l'inventore dell'ecstasy. Buon viaggio. [@user]",EX:CONTEXT SHIFT
train_415,"Il Papa si ferma a parlare con gli invalidi. ""Come vi trovate con Mihajlovic? "" [@user]",EX:CONTEXT SHIFT
train_416,@user1 @user2 @user3 #labuonascuola de li mortacci sua ... non sa neanche cosa è la scuola ....,EX:CONTEXT SHIFT
train_417,"Ringraziamo la Corea del Nord per il tentativo ma niente, qui si continua a parlare di Checco Zalone. [@user]",EX:CONTEXT SHIFT
train_418,"Il Papa: ""I preservativi? Il vero problema dell'Africa è la malnutrizione"". Storica apertura all'ingoio. [@user]",EX:CONTEXT SHIFT
train_419,Kim Jong-un ricompare dopo 40 giorni col bastone. Glielo avevano tirato lontano. [@user],EX:CONTEXT SHIFT
train_420,"#labuonascuola di @user. Di grafica, impaginazione e colori. Parliamone: http://t.co/tdEQ9nFD8P",EX:CONTEXT SHIFT
train_421,"#labuonascuola “Sarà bellissimo ascoltare la voce di tutti, .... “ @user la senti questa voce? .... (cit. coro da stadio )",EX:CONTEXT SHIFT
train_422,Roma sarà No fly zone per tutto il Giubileo. Se poi arriva Gesù si attacca al cazzo. [CONTINUA su https://t.co/oDPUtx2DvV],EX:CONTEXT SHIFT
train_423,"Avete notato? Sono già passati tre giorni, e sulla gravidanza della Meloni ancora non è arrivata alcuna rivendicazione. [@user]",EX:CONTEXT SHIFT
train_424,e mentre @user continua a girare film per l'Italia per #primogiornodiscuola e #labuonascuola.. http://t.co/1teE89GFeW,EX:CONTEXT SHIFT
train_425,Scuola: #Renzi introduce il Mentor. Per fronteggiare l'annoso problema degli insegnanti con la fiatella. #labuonascuola,EX:CONTEXT SHIFT
train_426,"Renzi: ""Con il berlusconismo persi vent'anni"". Dev'essere lo spot di una crema antirughe. [@user]",EX:CONTEXT SHIFT
train_427,"#matteorenzi invece di fare i compiti da solo, li copia. #millegiorni non gli bastano. #labuonascuola #riformascuola http://t.co/P0mBUXCXwI",EX:CONTEXT SHIFT
train_428,@user in ogni #Scuola? questo si chiama #stalking! poveri #bambini! Nemmeno a #scuola possono stare al sicuro. #labuonascuola,EX:CONTEXT SHIFT
train_429,"Bologna, vandali distruggono un circolo Pd all'arrivo di Renzi. I soliti leccaculo. [@user]",EX:CONTEXT SHIFT
train_430,"Renzi e i 12 punti per la buona scuola, ma servirebbe un ripasso di grammatica http://t.co/dNLjR2mDu8 http://t.co/cOJfN8pBrN",EX:CONTEXT SHIFT
train_431,"Tripadvisor, recensito un hotel chiuso da sette anni. Qualcuno trovi qualcosa da fare a Bersani. [@user]",EX:CONTEXT SHIFT
train_432,"Vaticano, un monsignore e una donna in manette. Non si erano accordati sui ruoli. [acid rain]",EX:CONTEXT SHIFT
train_433,Uccide la moglie e si spara . “ E nomino Maurizio Costanzo ” . [ CONTINUA su http://t.co/BQtBbVACe3 ],EX:CONTEXT SHIFT
train_434,"Alemanno: “È in corso un tentativo di delegittimarmi“. Ah, nevica di nuovo? [CONTINUA su http://t.co/oDPUtxTqU7]",EX:CONTEXT SHIFT
